Year,Quarter,Type,Entity_Name,Transaction_Count,Transaction_Amount
2024,1,State,West Bengal,836408587,1422025506833.0
2024,1,District,Bengaluru Urban,1410557938,1530943099565.0
2024,1,District,Pune,733071386,673821354148.0
2024,1,District,Rangareddy,488047529,658571093582.0
2024,1,District,Jaipur,417960026,559737992837.0
2024,1,District,Hyderabad,402314318,527685058004.0
2024,1,District,Medchal Malkajgiri,380041109,499878493547.0
2024,1,District,Visakhapatnam,238418938,363341573689.0
2024,1,District,Gurugram,220314122,209018505349.0
2024,1,District,Gautam Buddha Nagar,214720949,194154342486.0
2024,1,District,Indore,204031251,225074399956.0
2024,1,Pincode,500072,69094126,88039295927.0
2024,1,Pincode,560068,65916906,63058218288.0
2024,1,Pincode,201301,52120222,40796556514.0
2024,1,Pincode,560037,44437042,46789563898.0
2024,1,Pincode,410501,43473832,33452714100.0
2024,1,Pincode,500081,43128414,49113797461.0
2024,1,Pincode,560076,40863256,40420178638.0
2024,1,Pincode,560078,40535894,42657750513.0
2024,1,Pincode,411057,40434976,31533887646.0
2024,1,Pincode,500032,40014033,45087861514.0
2024,2,State,Maharashtra,3063494802,3573189333587.0
2024,2,State,Karnataka,3042012848,3785034703438.0
2024,2,State,Telangana,2417264357,3461542433312.0
2024,2,State,Uttar Pradesh,2135538658,2704223360067.0
2024,2,State,Andhra Pradesh,1930122300,3181922420088.0
2024,2,State,Rajasthan,1818855106,2497094537924.0
2024,2,State,Madhya Pradesh,1435472057,1779679946627.0
2024,2,State,Bihar,1313888385,1886846564676.0
2024,2,State,West Bengal,980480707,1547343815564.0
2024,2,State,Odisha,944027735,1164839284001.0
2024,2,District,Bengaluru Urban,1497173080,1626460643067.0
2024,2,District,Pune,774940848,703288284286.0
2024,2,District,Rangareddy,539561247,707566316827.0
2024,2,District,Jaipur,473991132,581415499446.0
2024,2,District,Hyderabad,435136278,550918208821.0
2024,2,District,Medchal Malkajgiri,416369023,532889975847.0
2024,2,District,Gurugram,267480541,231403496054.0
2024,2,District,Gautam Buddha Nagar,265595986,216594147530.0
2024,2,District,Visakhapatnam,260339876,378402015204.0
2024,2,District,Indore,224896033,239315772788.0
2024,2,Pincode,500072,76230583,93277825439.0
2024,2,Pincode,560068,69364986,66289367831.0
2024,2,Pincode,201301,62464983,44004838882.0
2024,2,Pincode,500081,47745271,52611737092.0
2024,2,Pincode,410501,46907334,34713255109.0
2024,2,Pincode,560037,46776034,48880395601.0
2024,2,Pincode,500032,43718050,47723230498.0
2024,2,Pincode,560076,42881778,42679317598.0
2024,2,Pincode,560078,42529166,45410228491.0
2024,2,Pincode,411057,42406480,32822122569.0
2024,3,State,Maharashtra,3287403995,3687268662139.0
2024,3,State,Karnataka,3261134095,3907202566484.0
2024,3,State,Telangana,2610137835,3551316976598.0
2024,3,State,Uttar Pradesh,2285955833,2717475205234.0
2024,3,State,Andhra Pradesh,2091371362,3226645607489.0
2024,3,State,Rajasthan,1935405035,2472257715905.0
2024,3,State,Madhya Pradesh,1537738457,1761082466531.0
2024,3,State,Bihar,1352876223,1780280473339.0
2024,3,State,West Bengal,1084916445,1607643782237.0
2024,3,State,Odisha,1023940349,1177233944634.0
2024,3,District,Bengaluru Urban,1631451937,1750492470314.0
2024,3,District,Pune,839977058,761109455466.0
2024,3,District,Rangareddy,577835181,738052396062.0
2024,3,District,Medchal Malkajgiri,501688745,624450298660.0
2024,3,District,Hyderabad,465828755,570267006787.0
2024,3,District,Jaipur,392547155,435623980901.0
2024,3,District,Gautambuddha Nagar,291856209,236884974417.0
2024,3,District,Gurugram,291583503,249171079828.0
2024,3,District,Indore,243877173,252129873604.0
2024,3,District,Thane,232855213,237163270363.0
2024,3,Pincode,500072,92129066,108183377419.0
2024,3,Pincode,201301,68967992,49390127364.0
2024,3,Pincode,500081,64860408,70783617503.0
2024,3,Pincode,560068,63337647,60042061003.0
2024,3,Pincode,560100,57890073,54596825856.0
2024,3,Pincode,452001,54979662,48977311740.0
2024,3,Pincode,410501,51594896,38484342016.0
2024,3,Pincode,560037,50010832,51995620737.0
2024,3,Pincode,411057,46700269,37628700658.0
2024,3,Pincode,560066,44823424,45681565757.0
2024,4,State,Maharashtra,3634231839,4151028450887.0
2024,4,State,Karnataka,3455056424,4151819803822.0
2024,4,State,Telangana,2822451603,3859050535418.0
2024,4,State,Uttar Pradesh,2544890265,3214106522459.0
2024,4,State,Andhra Pradesh,2296445544,3452015568966.0
2024,4,State,Rajasthan,2043469547,2793049371408.0
2024,4,State,Madhya Pradesh,1685401835,2003305068845.0
2024,4,State,Bihar,1559667675,2098927476047.0
2024,4,State,West Bengal,1227135682,1810100029406.0
2024,4,State,Odisha,1143097568,1305457593239.0
2024,4,District,Bengaluru Urban,1674347983,1790144192589.0
2024,4,District,Pune,900035103,817012243191.0
2024,4,District,Rangareddy,616593580,775467300648.0
2024,4,District,Medchal Malkajgiri,534184945,651550001586.0
2024,4,District,Hyderabad,497079422,601741671786.0
2024,4,District,Jaipur,419541051,484830515848.0
2024,4,District,Gautambuddha Nagar,308036927,255133255191.0
2024,4,District,Gurugram,301187458,265842877273.0
2024,4,District,Indore,264106034,277132973152.0
2024,4,District,Thane,260133540,262082431087.0
2024,4,Pincode,500072,97079697,111354370899.0
2024,4,Pincode,201301,71597704,52354483878.0
2024,4,Pincode,500081,67246969,72596118114.0
2024,4,Pincode,560068,63798364,60719442481.0
2024,4,Pincode,560100,58873952,55139541256.0
2024,4,Pincode,452001,58325781,52789642819.0
2024,4,Pincode,410501,55813356,42271781255.0
2024,4,Pincode,411057,48685493,38546349566.0
2024,4,Pincode,560037,48507070,50370682932.0
2024,4,Pincode,560066,44494164,45074223595.0
